8,223,32,3501
8,281,32,4001
8,314,32,4501
8,399,32,5001
8,301,32,5501
8,337,32,6001
8,236,32,6501
8,305,32,7001
8,342,32,7501
8,257,32,8001
8,232,32,8501
8,194,32,9001
8,216,32,9501
8,433,32,10001
8,239,40,1
8,217,40,501
8,322,40,1001
8,244,40,1501
8,213,40,2001
8,271,40,2501
8,233,40,3001
8,254,40,3501
8,206,40,4001
8,234,40,4501
8,244,40,5001
8,354,40,5501
8,245,40,6001
8,336,40,6501
8,363,40,7001
8,437,40,7501
8,423,40,8001
8,319,40,8501
8,312,40,9001
8,360,40,9501
8,653,40,10001
8,313,48,1
8,215,48,501
8,238,48,1001
8,386,48,1501
8,273,48,2001
8,307,48,2501
8,293,48,3001
8,291,48,3501
8,253,48,4001
8,205,48,4501
8,203,48,5001
8,279,48,5501
8,323,48,6001
8,405,48,6501
8,369,48,7001
8,267,48,7501
8,426,48,8001
8,429,48,8501
8,391,48,9001
8,319,48,9501
8,293,48,10001
8,590,120,1
8,669,120,501
8,503,120,1001
8,427,120,1501
8,447,120,2001
8,599,120,2501
8,1203,120,3001
8,620,120,3501
8,388,120,4001
8,392,120,4501
8,401,120,5001
8,716,120,5501
8,565,120,6001
8,493,120,6501
8,559,120,7001
8,583,120,7501
8,786,120,8001
8,525,120,8501
8,446,120,9001
8,367,120,9501
8,433,120,10001
8,746,160,1
8,499,160,501
8,862,160,1001
8,619,160,1501
8,665,160,2001
8,578,160,2501
8,723,160,3001
8,548,160,3501
8,622,160,4001
8,628,160,4501
8,725,160,5001
8,666,160,5501
8,605,160,6001
8,615,160,6501
8,564,160,7001
8,652,160,7501
8,553,160,8001
8,620,160,8501
8,710,160,9001
8,1017,160,9501
8,639,160,10001
8,930,240,1
8,946,240,501
8,843,240,1001
8,780,240,1501
8,771,240,2001
8,745,240,2501
8,847,240,3001
8,986,240,3501
8,752,240,4001
8,912,240,4501
8,688,240,5001
8,790,240,5501
8,859,240,6001
8,791,240,6501
8,1112,240,7001
8,1146,240,7501
8,945,240,8001
8,754,240,8501
8,637,240,9001
8,645,240,9501
8,1005,240,10001
8,975,280,1
8,1303,280,501
8,979,280,1001
8,993,280,1501
8,1043,280,2001
8,826,280,2501
8,962,280,3001
8,1095,280,3501
8,2319,280,4001
8,2313,280,4501
8,1808,280,5001
8,2129,280,5501
8,992,280,6001
8,1428,280,6501
8,2000,280,7001
8,2435,280,7501
8,2317,280,8001
8,1491,280,8501
8,2674,280,9001
8,1362,280,9501
8,1478,280,10001
8,1464,320,1
8,1353,320,501
8,2013,320,1001
8,1388,320,1501
8,1265,320,2001
8,1447,320,2501
8,1526,320,3001
8,1977,320,3501
8,1168,320,4001
8,1149,320,4501
8,1414,320,5001
8,1074,320,5501
8,1482,320,6001
8,1149,320,6501
8,1798,320,7001
8,1349,320,7501
8,1141,320,8001
8,1269,320,8501
8,1331,320,9001
8,1448,320,9501
8,1171,320,10001
8,1242,360,1
8,1273,360,501
8,1619,360,1001
8,1595,360,1501
8,1971,360,2001
8,1766,360,2501
8,1415,360,3001
8,1357,360,3501
8,1202,360,4001
8,1143,360,4501
8,1687,360,5001
8,1509,360,5501
8,1745,360,6001
8,1205,360,6501
8,1044,360,7001
8,1125,360,7501
8,1221,360,8001
8,1018,360,8501
8,1769,360,9001
8,1268,360,9501
8,1233,360,10001
8,1381,400,1
8,1366,400,501
8,1390,400,1001
8,1232,400,1501
8,1583,400,2001
8,1223,400,2501
8,1272,400,3001
8,1158,400,3501
8,1356,400,4001
8,1217,400,4501
8,1207,400,5001
8,1174,400,5501
8,1146,400,6001
8,1235,400,6501
8,1291,400,7001
8,1140,400,7501
8,1282,400,8001
8,1299,400,8501
8,1452,400,9001
8,1348,400,9501
8,1171,400,10001
